self_employed,family_history,treatment,days_indoors,growing_stress,changes_habits,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,mental_health_interview,care_options,mental_health_severity,candidacy_rating,feature_3,count,percentage
No,-1,-1,More than 2 months,1,1,0,0,-1,1,0,No,No,2,0,0,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,0,-1,-1,-1,1,No,No,-1,-1,-2,94,0.032734136132218046
No,-1,-1,More than 2 months,0,1,1,1,1,1,-1,No,No,4,0,2,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,-1,0,1,-1,-1,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,15-30 days,-1,0,-1,1,-1,0,1,No,No,-1,-4,1,94,0.032734136132218046
No,-1,-1,15-30 days,-1,0,-1,1,-1,-1,-1,No,No,-4,-4,-2,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,-1,-1,1,1,-1,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,1-14 days,1,-1,0,1,1,-1,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,1,1,1,1,-1,0,No,No,4,1,1,94,0.032734136132218046
No,-1,-1,31-60 days,0,-1,-1,0,1,0,0,No,No,-1,-4,1,94,0.032734136132218046
No,-1,-1,31-60 days,0,-1,-1,0,1,0,1,No,No,0,-4,2,94,0.032734136132218046
No,-1,-1,1-14 days,1,-1,1,0,-1,-1,1,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,1-14 days,1,-1,1,-1,-1,0,0,No,No,-1,-1,-2,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,0,-1,-1,1,1,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,More than 2 months,1,1,1,-1,1,0,-1,No,No,2,1,-1,94,0.032734136132218046
No,-1,-1,31-60 days,0,-1,-1,1,1,0,0,No,No,0,-4,2,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,-1,0,-1,0,0,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,15-30 days,-1,0,-1,-1,1,1,0,No,No,-1,-4,1,94,0.032734136132218046
No,-1,-1,15-30 days,-1,-1,1,0,-1,0,1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,1,0,-1,1,0,No,No,2,0,0,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,-1,0,1,1,0,No,No,3,-1,2,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,0,1,1,0,1,No,No,4,-1,3,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,-1,0,1,0,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,-1,0,0,1,0,1,No,No,2,-2,2,94,0.032734136132218046
No,-1,-1,31-60 days,0,0,0,-1,-1,0,1,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,-1,0,-1,1,1,-1,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,-1,0,1,0,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,1,0,-1,-1,1,No,No,2,1,-1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,-1,0,-1,1,0,1,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,-1,0,1,1,1,No,No,3,-2,3,94,0.032734136132218046
No,-1,-1,More than 2 months,1,-1,0,-1,-1,0,-1,No,No,-3,-2,-3,94,0.032734136132218046
No,-1,-1,More than 2 months,1,-1,-1,-1,-1,1,1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,31-60 days,0,0,0,0,-1,1,-1,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,-1,0,-1,-1,1,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,1,-1,-1,1,1,No,No,2,0,0,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,1,0,1,1,-1,No,No,4,1,1,94,0.032734136132218046
No,-1,-1,31-60 days,0,0,-1,0,1,-1,0,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,15-30 days,-1,-1,0,1,1,1,-1,No,No,0,-4,2,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,-1,0,1,0,1,No,No,2,-2,2,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,0,-1,1,-1,0,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,-1,1,-1,0,0,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,0,1,1,-1,0,No,No,3,0,1,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,0,-1,-1,1,0,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,-1,1,-1,1,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,-1,1,1,-1,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,0,-1,-1,0,-1,No,No,-2,-1,-3,94,0.032734136132218046
No,-1,-1,Go out Every day,1,1,-1,1,1,-1,0,No,No,2,-1,1,94,0.032734136132218046
No,-1,-1,15-30 days,-1,-1,1,-1,-1,1,1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,31-60 days,1,0,-1,1,-1,1,1,No,No,2,-2,2,94,0.032734136132218046
No,-1,-1,1-14 days,1,0,-1,1,1,0,-1,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,0,-1,1,1,1,No,No,3,-1,2,94,0.032734136132218046
No,-1,-1,More than 2 months,1,0,0,0,-1,1,-1,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,31-60 days,0,-1,1,-1,1,0,1,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,0,-1,1,-1,1,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,1-14 days,0,1,0,-1,1,0,0,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,More than 2 months,0,1,-1,-1,-1,-1,0,No,No,-3,-2,-3,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,1,-1,0,1,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,0,0,1,1,0,No,No,2,-2,2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,1,0,-1,-1,0,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,1,1,1,0,0,No,No,3,-1,2,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,1,0,1,0,0,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,0,-1,-1,0,1,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,1,-1,-1,1,1,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,0,1,1,-1,0,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,0,-1,1,-1,0,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,1,0,1,0,0,No,No,2,-1,1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,0,1,1,-1,-1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,1,1,1,1,No,No,3,-3,4,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,1,-1,1,0,0,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,1,-1,0,0,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,0,1,1,1,0,No,No,2,-3,3,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,0,1,-1,1,0,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,0,1,-1,0,0,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,1,1,-1,-1,0,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,1,1,-1,0,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,0,0,-1,-1,0,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,0,-1,-1,-1,-1,No,No,-4,-2,-4,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,-1,0,1,0,1,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,0,1,-1,0,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,1,0,-1,0,1,No,No,2,0,0,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,0,-1,1,1,1,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,0,-1,-1,0,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,-1,0,-1,0,1,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,1,0,-1,0,0,No,No,1,0,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,0,-1,-1,1,1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,0,1,1,0,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,-1,0,-1,1,1,No,No,-2,-5,1,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,1,0,-1,0,-1,No,No,0,0,-2,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,0,1,1,0,0,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,0,1,0,-1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,-1,1,1,1,0,No,No,1,-4,3,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,0,-1,0,-1,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,0,1,-1,0,-1,No,No,0,-1,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,-1,0,1,-1,-1,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,1,0,-1,0,1,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,-1,-1,0,-1,No,No,-4,-3,-3,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,-1,0,1,-1,1,No,No,-2,-5,1,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,1,0,-1,0,-1,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,1,1,1,0,-1,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,0,0,-1,0,1,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,-1,1,1,0,0,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,-1,0,-1,0,0,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,1,0,-1,1,0,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,1,1,-1,0,0,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,15-30 days,0,-1,1,0,-1,1,1,No,No,1,-2,1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,-1,1,-1,0,1,No,No,-1,-4,1,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,0,0,1,1,1,No,No,3,-2,3,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,0,0,-1,0,0,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,0,0,-1,0,-1,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,1,-1,1,1,0,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,0,-1,1,-1,0,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,0,0,1,-1,-1,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,1,-1,1,-1,-1,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,15-30 days,0,1,1,0,1,1,1,No,No,5,0,3,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,0,1,-1,-1,0,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,1,-1,1,0,0,No,No,0,-2,0,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,1,0,-1,-1,0,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,0,0,-1,-1,-1,No,No,-5,-4,-3,94,0.032734136132218046
No,-1,-1,15-30 days,0,1,1,0,-1,-1,0,No,No,0,0,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,-1,1,-1,1,0,No,No,-2,-5,1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,1,-1,-1,0,-1,No,No,-4,-3,-3,94,0.032734136132218046
No,-1,-1,15-30 days,0,1,1,-1,-1,-1,-1,No,No,-2,0,-4,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,1,-1,-1,1,1,No,No,1,-1,0,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,0,-1,-1,1,-1,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,-1,-1,1,-1,0,No,No,-4,-5,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,-1,1,0,-1,1,0,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,-1,-1,-1,0,1,No,No,-4,-5,-1,94,0.032734136132218046
No,-1,-1,15-30 days,0,1,-1,1,1,1,0,No,No,3,-2,3,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,-1,1,-1,-1,0,No,No,-3,-4,-1,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,-1,-1,-1,0,-1,No,No,-6,-5,-3,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,-1,-1,1,1,0,No,No,-1,-4,1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,0,1,1,-1,-1,-1,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,1,0,-1,-1,-1,0,No,No,-3,-2,-3,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,0,-1,-1,1,0,No,No,-1,-2,-1,94,0.032734136132218046
No,-1,-1,15-30 days,0,1,1,1,1,1,1,No,No,6,0,4,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,No,1,-3,2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,0,-1,-1,-1,-1,1,No,No,-4,-4,-2,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,No,-1,-3,0,94,0.032734136132218046
No,-1,-1,15-30 days,1,0,1,1,-1,1,-1,No,No,2,0,0,94,0.032734136132218046
No,-1,-1,15-30 days,1,-1,-1,1,1,0,-1,No,No,0,-3,1,94,0.032734136132218046
No,-1,-1,15-30 days,0,0,0,-1,-1,0,0,No,No,-2,-2,-2,94,0.032734136132218046
No,-1,-1,1-14 days,-1,-1,1,-1,-1,1,-1,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,Go out Every day,0,-1,0,-1,1,0,-1,No,No,-2,-3,-1,94,0.032734136132218046
No,-1,-1,Go out Every day,-1,1,-1,-1,-1,-1,1,No,No,-3,-3,-2,94,0.032734136132218046
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,No,Yes,1,1,-2,87,0.030296487696840114
No,1,1,1-14 days,-1,1,-1,-1,1,1,1,No,No,1,1,2,80,0.02785883926146217
No,1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,No,-3,2,-3,80,0.02785883926146217
No,1,1,More than 2 months,1,1,0,1,-1,1,1,No,No,4,4,2,80,0.02785883926146217
No,1,1,31-60 days,0,0,-1,-1,1,-1,1,No,No,-1,1,0,80,0.02785883926146217
No,1,1,More than 2 months,1,0,1,0,1,1,0,No,No,4,4,2,80,0.02785883926146217
No,-1,1,More than 2 months,1,0,1,0,1,1,0,No,Yes,4,2,2,78,0.027162368279925617
No,-1,1,More than 2 months,1,1,0,1,-1,1,1,No,Yes,4,2,2,78,0.027162368279925617
No,-1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,Yes,-3,0,-3,78,0.027162368279925617
No,-1,1,31-60 days,0,0,-1,-1,1,-1,1,No,Yes,-1,-1,0,78,0.027162368279925617
No,-1,1,1-14 days,-1,1,-1,-1,1,1,1,No,Yes,1,-1,2,78,0.027162368279925617
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,Maybe,Not sure,1,1,-2,75,0.026117661807620783
No,1,-1,15-30 days,1,1,1,-1,1,-1,-1,No,No,1,3,-2,75,0.026117661807620783
No,1,1,31-60 days,0,1,0,-1,1,-1,-1,No,Yes,-1,3,-2,69,0.024028248863011123
No,1,1,More than 2 months,0,1,-1,0,-1,1,1,No,Yes,1,2,1,69,0.024028248863011123
No,1,1,1-14 days,1,1,-1,-1,1,1,1,No,Yes,3,3,2,69,0.024028248863011123
No,1,1,More than 2 months,0,1,-1,1,-1,-1,-1,No,Yes,-2,2,-2,69,0.024028248863011123
No,1,1,1-14 days,0,0,0,-1,-1,-1,-1,No,Yes,-4,2,-4,69,0.024028248863011123
No,1,1,1-14 days,-1,0,1,0,1,1,1,No,Yes,3,2,3,69,0.024028248863011123
No,1,1,1-14 days,0,1,0,1,1,1,-1,No,Yes,3,3,2,69,0.024028248863011123
No,1,1,More than 2 months,1,-1,0,0,-1,0,1,No,Yes,0,2,0,69,0.024028248863011123
No,1,1,More than 2 months,0,1,0,0,-1,-1,-1,No,Yes,-2,3,-3,69,0.024028248863011123
No,1,1,More than 2 months,-1,1,-1,1,1,1,1,No,Yes,3,1,4,69,0.024028248863011123
No,1,1,1-14 days,0,1,1,-1,-1,1,0,No,Yes,1,4,-1,69,0.024028248863011123
No,1,1,31-60 days,1,0,1,-1,-1,-1,1,No,Yes,0,4,-2,69,0.024028248863011123
No,1,1,31-60 days,1,0,0,1,-1,-1,0,No,Yes,0,3,-1,69,0.024028248863011123
No,1,1,31-60 days,-1,0,-1,-1,1,1,0,No,Yes,-1,0,1,69,0.024028248863011123
No,1,1,31-60 days,1,0,0,0,-1,-1,-1,No,Yes,-2,3,-3,69,0.024028248863011123
No,1,1,15-30 days,0,0,0,1,-1,1,1,No,Yes,2,2,2,69,0.024028248863011123
No,1,1,15-30 days,1,-1,-1,-1,-1,-1,1,No,Yes,-3,1,-2,69,0.024028248863011123
No,1,1,15-30 days,1,1,-1,-1,1,1,0,No,Yes,2,3,1,69,0.024028248863011123
No,1,1,Go out Every day,-1,1,1,0,-1,1,0,No,Yes,1,3,0,69,0.024028248863011123
No,-1,-1,15-30 days,1,1,1,-1,1,-1,-1,Maybe,No,1,1,-2,69,0.024028248863011123
No,1,1,Go out Every day,0,1,1,1,1,0,-1,No,Yes,3,4,1,69,0.024028248863011123
No,1,1,Go out Every day,1,-1,-1,1,-1,1,-1,No,Yes,-1,1,0,69,0.024028248863011123
No,-1,1,More than 2 months,1,1,0,1,-1,1,1,No,No,4,2,2,66,0.022983542390706293
No,-1,1,31-60 days,0,0,-1,-1,1,-1,1,No,No,-1,-1,0,66,0.022983542390706293
No,-1,1,More than 2 months,1,0,1,0,1,1,0,No,No,4,2,2,66,0.022983542390706293
No,-1,1,1-14 days,-1,1,-1,-1,1,1,1,No,No,1,-1,2,66,0.022983542390706293
No,-1,1,1-14 days,1,0,-1,-1,-1,0,-1,No,No,-3,0,-3,66,0.022983542390706293
No,-1,-1,1-14 days,1,1,-1,-1,1,1,1,No,Not sure,3,-1,2,64,0.02228707140916974
No,-1,-1,31-60 days,1,0,0,0,-1,-1,-1,No,Not sure,-2,-1,-3,64,0.02228707140916974
No,-1,-1,31-60 days,1,0,0,1,-1,-1,0,No,Not sure,0,-1,-1,64,0.02228707140916974
No,-1,-1,15-30 days,0,0,0,1,-1,1,1,No,Not sure,2,-2,2,64,0.02228707140916974
No,-1,-1,1-14 days,0,1,1,-1,-1,1,0,No,Not sure,1,0,-1,64,0.02228707140916974
No,-1,-1,31-60 days,-1,0,-1,-1,1,1,0,No,Not sure,-1,-4,1,64,0.02228707140916974
No,-1,-1,31-60 days,1,0,1,-1,-1,-1,1,No,Not sure,0,0,-2,64,0.02228707140916974
No,-1,-1,1-14 days,-1,0,1,0,1,1,1,No,Not sure,3,-2,3,64,0.02228707140916974
No,-1,-1,More than 2 months,-1,1,-1,1,1,1,1,No,Not sure,3,-3,4,64,0.02228707140916974
No,-1,-1,More than 2 months,0,1,-1,1,-1,-1,-1,No,Not sure,-2,-2,-2,64,0.02228707140916974
No,-1,-1,1-14 days,0,1,0,1,1,1,-1,No,Not sure,3,-1,2,64,0.02228707140916974
No,-1,-1,Go out Every day,0,1,1,1,1,0,-1,No,Not sure,3,0,1,64,0.02228707140916974
No,-1,-1,1-14 days,0,0,0,-1,-1,-1,-1,No,Not sure,-4,-2,-4,64,0.02228707140916974
No,-1,-1,15-30 days,1,1,-1,-1,1,1,0,No,Not sure,2,-1,1,64,0.02228707140916974
No,-1,-1,More than 2 months,1,-1,0,0,-1,0,1,No,Not sure,0,-2,0,64,0.02228707140916974
No,-1,-1,15-30 days,1,-1,-1,-1,-1,-1,1,No,Not sure,-3,-3,-2,64,0.02228707140916974
No,-1,-1,31-60 days,0,1,0,-1,1,-1,-1,No,Not sure,-1,-1,-2,64,0.02228707140916974
No,-1,-1,More than 2 months,0,1,-1,0,-1,1,1,No,Not sure,1,-2,1,64,0.02228707140916974
No,-1,-1,More than 2 months,0,1,0,0,-1,-1,-1,No,Not sure,-2,-1,-3,64,0.02228707140916974
No,-1,-1,Go out Every day,1,-1,-1,1,-1,1,-1,No,Not sure,-1,-3,0,64,0.02228707140916974
No,-1,-1,Go out Every day,-1,1,1,0,-1,1,0,No,Not sure,1,-1,0,64,0.02228707140916974
No,-1,1,15-30 days,1,1,1,-1,1,-1,-1,No,Not sure,1,3,-2,63,0.021938835918401463
No,1,1,15-30 days,1,1,1,-1,1,-1,-1,No,Not sure,1,5,-2,60,0.02089412944609663
No,-1,-1,More than 2 months,1,0,1,0,1,1,0,No,Yes,4,0,2,58,0.020197658464560075
No,-1,-1,1-14 days,1,0,-1,-1,-1,0,-1,No,Yes,-3,-2,-3,58,0.020197658464560075
No,-1,-1,1-14 days,-1,1,-1,-1,1,1,1,No,Yes,1,-3,2,58,0.020197658464560075
No,-1,-1,31-60 days,0,0,-1,-1,1,-1,1,No,Yes,-1,-3,0,58,0.020197658464560075
No,-1,-1,More than 2 months,1,1,0,1,-1,1,1,No,Yes,4,0,2,58,0.020197658464560075
No,-1,-1,More than 2 months,1,0,1,0,-1,1,0,No,Not sure,2,0,0,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,1,0,1,-1,0,No,Not sure,2,0,0,53,0.01845648101071869
No,-1,-1,15-30 days,1,1,1,1,1,-1,1,No,Not sure,5,1,2,53,0.01845648101071869
No,-1,-1,15-30 days,0,0,-1,0,1,0,1,No,Not sure,1,-3,2,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,1,0,1,0,1,No,Not sure,4,0,2,53,0.01845648101071869
No,-1,-1,Go out Every day,1,1,-1,0,1,0,1,No,Not sure,3,-1,2,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,-1,0,-1,0,1,No,Not sure,0,-2,0,53,0.01845648101071869
No,-1,-1,15-30 days,-1,-1,1,0,-1,0,1,No,Not sure,-1,-3,0,53,0.01845648101071869
No,-1,-1,1-14 days,0,-1,-1,-1,1,-1,-1,No,Not sure,-4,-4,-2,53,0.01845648101071869
No,-1,-1,Go out Every day,1,1,-1,0,1,0,0,No,Not sure,2,-1,1,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,-1,0,-1,0,0,No,Not sure,-1,-2,-1,53,0.01845648101071869
No,-1,-1,31-60 days,1,1,1,-1,-1,0,-1,No,Not sure,0,1,-3,53,0.01845648101071869
No,-1,-1,15-30 days,1,-1,0,-1,-1,-1,-1,No,Not sure,-4,-2,-4,53,0.01845648101071869
No,-1,-1,15-30 days,1,-1,0,0,-1,-1,0,No,Not sure,-2,-2,-2,53,0.01845648101071869
No,-1,-1,31-60 days,0,-1,0,1,1,-1,1,No,Not sure,1,-3,2,53,0.01845648101071869
No,-1,-1,Go out Every day,0,-1,1,1,-1,1,0,No,Not sure,1,-2,1,53,0.01845648101071869
No,-1,-1,15-30 days,1,0,1,0,-1,0,1,No,Not sure,2,0,0,53,0.01845648101071869
No,-1,-1,Go out Every day,1,1,-1,1,1,-1,0,No,Not sure,2,-1,1,53,0.01845648101071869
No,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,Not sure,-1,-3,0,53,0.01845648101071869
No,1,1,More than 2 months,0,1,0,0,-1,-1,-1,No,No,-2,3,-3,53,0.01845648101071869
No,-1,-1,31-60 days,1,0,-1,0,1,0,0,No,Not sure,1,-2,1,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,0,-1,1,-1,0,No,Not sure,0,-1,-1,53,0.01845648101071869
No,-1,-1,Go out Every day,1,1,0,1,1,-1,0,No,Not sure,3,0,1,53,0.01845648101071869
No,-1,-1,1-14 days,-1,0,-1,-1,-1,-1,1,No,Not sure,-4,-4,-2,53,0.01845648101071869
No,-1,-1,15-30 days,1,1,0,1,-1,1,0,No,Not sure,3,0,1,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,0,-1,-1,1,0,No,Not sure,0,-1,-1,53,0.01845648101071869
No,-1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,Not sure,1,-3,2,53,0.01845648101071869
No,1,1,1-14 days,1,1,-1,-1,1,1,1,No,No,3,3,2,53,0.01845648101071869
No,-1,-1,31-60 days,1,0,-1,1,-1,1,0,No,Not sure,1,-2,1,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,-1,1,-1,0,0,No,Not sure,0,-2,0,53,0.01845648101071869
No,1,1,More than 2 months,0,1,-1,1,-1,-1,-1,No,No,-2,2,-2,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,-1,1,1,-1,0,No,Not sure,1,-2,1,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,-1,1,1,0,1,No,Not sure,3,-2,3,53,0.01845648101071869
No,-1,-1,1-14 days,-1,0,-1,1,-1,0,1,No,Not sure,-1,-4,1,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,0,-1,-1,0,-1,No,Not sure,-2,-1,-3,53,0.01845648101071869
No,-1,-1,15-30 days,1,-1,-1,1,1,0,-1,No,Not sure,0,-3,1,53,0.01845648101071869
No,-1,-1,15-30 days,-1,-1,1,-1,-1,1,1,No,Not sure,-1,-3,0,53,0.01845648101071869
No,-1,-1,Go out Every day,-1,-1,0,0,-1,0,0,No,Not sure,-3,-4,-1,53,0.01845648101071869
No,-1,-1,1-14 days,1,0,-1,1,1,0,-1,No,Not sure,1,-2,1,53,0.01845648101071869
No,1,1,More than 2 months,0,1,-1,0,-1,1,1,No,No,1,2,1,53,0.01845648101071869
No,-1,-1,31-60 days,1,0,-1,1,-1,1,1,No,Not sure,2,-2,2,53,0.01845648101071869
No,-1,-1,More than 2 months,1,0,0,-1,1,1,1,No,Not sure,3,-1,2,53,0.01845648101071869
No,-1,-1,31-60 days,0,-1,1,-1,1,0,1,No,Not sure,1,-2,1,53,0.01845648101071869
No,-1,-1,More than 2 months,1,1,0,-1,-1,1,0,No,Not sure,1,0,-1,53,0.01845648101071869
